id;full_sq;life_sq;floor;preschool_education_centers_raion;school_education_centers_raion;school_education_centers_top_20_raion;university_top_20_raion;sport_objects_raion;additional_education_raion;culture_objects_top_25_raion;shopping_centers_raion;metro_km_walk;kindergarten_km;school_km;park_km;green_zone_km;mkad_km;bulvar_ring_km;kremlin_km;price_doc
8600;40;40;8;0;0;0;0;0;3;0;1;5.057597846;0.457029761;2.204637801;1.930584579;0.243879831;7.753876083;26.17695042;26.83346869;3410402
8601;36;18;15;5;7;1;0;6;0;0;5;1.139360651;0.394764065;0.262520168;1.314178913;0.029525409;4.541311037;9.368110405;10.23848244;7050000
8602;50;30;10;3;3;0;0;3;2;0;5;2.964070642;0.182988517;0.260957968;1.213368888;0.450663421;2.294881424;13.24722892;14.67349221;7500000
8603;35;19;2;3;3;0;0;9;2;0;0;0.903609028;0.258840448;0.266330388;2.000117163;0.423879933;9.316103803;5.124492487;6.58186541;7350000
8604;59;30;8;0;0;0;0;0;2;0;0;2.254916339;0.647239114;0.826052086;1.799914811;0.314381737;7.229762565;24.89313031;25.59597356;5606580
8605;66;46;8;7;8;1;0;5;0;0;1;2.885594431;0.209829983;0.485361783;2.482277543;0.163647822;1.121008259;11.24598351;12.94891947;2000000
8606;41;17;12;8;8;0;1;12;5;1;5;0.935654222;0.503038825;0.220874005;1.42537356;0.484736404;5.966817384;7.476963288;8.34714261;3000000
8607;41;27;2;1;1;0;0;0;0;0;1;6.23445723;0.338038923;0.332184917;7.916642453;0.542705464;10.45707112;24.38576522;25.25436876;4600000
8608;59;43;8;13;14;0;0;16;16;0;15;1.781721277;0.407402897;0.366451511;0.755707815;0.16411842;5.191636641;12.16777781;12.85084117;2000000
8609;40;NA;12;0;0;0;0;0;3;0;1;5.057597846;0.457029761;2.204637801;1.930584579;0.243879831;7.753876083;26.17695042;26.83346869;3410402
8610;40;NA;3;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4112800
8611;37;NA;6;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;3500148
8612;37;NA;3;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;3500148
8613;79;NA;11;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;6683688
8614;46;30;2;5;5;0;0;10;3;0;11;1.092213087;0.379297204;0.685942957;2.846414602;0.154872492;6.220942087;12.36501067;12.96798164;7000000
8615;62;NA;13;5;5;0;0;0;4;0;0;0.08615836;1.8124385;0.480734926;2.852369045;1.939616792;5.628641351;18.3245964;19.6919043;5856084
8616;39;NA;17;5;5;0;0;0;4;0;0;0.660282914;1.248366131;0.441081776;3.09818702;1.411513254;5.627100861;18.37353059;19.71690301;3754870
8617;33;17;6;7;9;0;2;25;2;0;10;0.980200745;0.156678601;0.398566882;0.614194287;0.791020244;10.62345495;1.84849932;3.630386325;7500000
8618;20;12;8;6;7;0;0;5;3;0;5;2.721848466;0.161252699;0.494114105;0.71330543;0.013753765;0.787074476;12.9632464;14.75940288;990000
8619;63;NA;11;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;6426541
8620;79;NA;8;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;6683688
8621;55;55;2;0;0;0;0;0;0;0;0;12.65438623;2.313381553;5.2226372659999996;10.40277919;0;11.431536060000001;26.19777888;27.00081593;3378817
8622;44;NA;3;0;0;0;0;1;0;0;0;5.917714635;3.829122818;4.272721488;3.84877627;0.207943426;3.411881825;19.44859328;20.19708984;4415440
8623;45;21;NA;1;1;0;0;7;4;0;7;0.905488417;0.071492815;0.971451537;0.71073135;0.276271528;12.36534717;2.108242968;3.581171107;10800000
8624;57;33;3;1;2;0;0;4;6;0;5;1.186725135;0.20996091;0.698676001;1.555694251;0.061453012;4.414526031;10.0391543;11.4784981;1000000
8625;60;NA;6;8;9;0;0;6;2;0;10;1.50981767;0.971417087;0.549376974;2.063024264;0.139024756;0.443384115;13.84375491;14.99867287;10485000
8626;75;75;16;4;7;0;0;5;1;0;0;0.057762843;0.385431628;0.58486722;0.451576626;0.116584401;6.124212552;7.281512344;8.331436845;11140350
8627;60;NA;11;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5400960
8628;54;32;10;1;1;0;0;7;4;0;7;0.198926785;0.375485801;0.423263318;0.331989529;0.052329402;11.59089174;2.865893541;4.322649195;10300000
8629;38;NA;15;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4027052
8630;53;32;9;2;3;0;0;2;0;0;3;0.366365371;0.240675295;0.184440716;2.182131459;0.133400567;2.259759768;12.99740302;14.48359143;9300000
8631;40;25;6;5;7;0;0;10;0;0;4;0.973688183;0.129566427;0.199785492;1.004324013;0.08821116;11.00748802;2.628275786;3.465810803;10700000
8632;69;33;6;4;5;0;0;4;2;0;0;0.478799063;0.079352097;0.35225081;0.779663947;0.683259137;2.777513295;15.43880231;16.81166468;10700000
8633;61;NA;17;5;5;0;0;0;4;0;0;0.369300592;1.55371797;0.480207595;3.008938568;1.678090283;5.686274614;18.4071203;19.76393757;5778018
8634;68;NA;5;0;0;0;0;1;0;0;0;5.574398045;3.029289207;2.883597955;3.404786896;0.035035251;2.498267346;19.94519288;20.66681407;5358600
8635;38;NA;7;5;5;0;0;0;4;0;0;0.660282914;1.248366131;0.441081776;3.09818702;1.411513254;5.627100861;18.37353059;19.71690301;3622465
8636;51;NA;7;5;5;0;0;0;4;0;0;0.660282914;1.248366131;0.441081776;3.09818702;1.411513254;5.627100861;18.37353059;19.71690301;4513410
8637;102;102;24;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;8167576
8638;53;31;10;8;9;2;1;14;2;0;9;1.316259606;0.467317338;0.152104724;0.975304123;0.322254257;1.851367664;12.41205869;13.22356287;12000000
8639;85;NA;20;5;5;0;0;5;3;0;6;0.101090228;0.340108373;0.44498519;3.372183872;0.174753783;4.200864252;14.27184095;14.8947903;12112500
8640;64;64;7;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;5645120
8641;42;28;9;1;2;0;0;4;6;0;5;0.577971298;0.316408738;0.45556863;0.70076412;0.220207448;5.275302434;9.166148598;10.59835129;7250000
8642;44;28;8;6;6;0;0;12;2;0;9;2.731650469;0.171115008;0.74445224;1.388393383;0.166401594;3.793719936;10.07972344;10.95241181;8000000
8643;59;NA;20;9;10;0;0;17;6;0;11;0.031808467;0.556067501;0.249131302;0.528763787;0.55797958;1.744855881;17.56646253;18.7528432;9013932
8644;32;20;4;5;5;0;0;8;5;4;1;1.745070296;0.315518429;0.209748562;1.319633609;0.851349867;10.49088992;3.960382202;5.375995074;7150000
8645;53;32;17;6;6;0;0;7;0;0;1;0.888690038;0.131808293;0.473629962;1.759575829;0.308935472;9.818974799;5.558253785;6.272104157;1000000
8646;36;19;5;5;5;0;0;7;3;0;16;2.206415404;0.156975093;0.603523212;2.613756638;0.16375719;0.596418791;14.05392127;15.51195518;6100000
8647;26;26;18;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;2956800
8648;40;40;6;0;0;0;0;0;3;0;1;7.295513989;1.624551466;3.258865515;3.073007996;0.402319518;9.898641999;28.24503352;28.90995354;3410402
8649;71;71;6;0;0;0;0;0;3;0;1;3.435228851;0.705528326;1.559477401;0.430541983;0.137624865;7.364007197;25.3608136;26.04356332;5007939
8650;37;18;12;8;9;0;0;6;2;0;10;2.052061684;0.197799696;0.286239657;1.121975988;0.076070237;0.241920014;14.3467377;15.52089649;6900000
8651;64;NA;11;5;5;0;0;0;4;0;0;0.369300592;1.55371797;0.480207595;3.008938568;1.678090283;5.686274614;18.4071203;19.76393757;5835520
8652;37;20;8;2;3;0;0;7;3;0;6;4.611369848;0.152779543;0.330598682;1.28999347;0.013593075;4.094433047;9.125305157;10.00717671;6000000
8653;56;NA;13;0;0;0;0;0;3;0;1;5.057597846;0.457029761;2.204637801;1.930584579;0.243879831;7.753876083;26.17695042;26.83346869;4411384
8654;40;NA;12;5;5;0;0;0;4;0;0;0.369300592;1.55371797;0.480207595;3.008938568;1.678090283;5.686274614;18.4071203;19.76393757;4112800
8655;45;28;2;4;5;0;0;6;4;0;2;0.49293582;0.51126030200000006;0.316476753;1.557010924;0.189786846;6.419617307;12.42571932;12.9128629;6775000
8656;40;NA;12;5;5;0;0;0;4;0;0;0.369300592;1.55371797;0.480207595;3.008938568;1.678090283;5.686274614;18.4071203;19.76393757;4112800
8657;39;39;8;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;3940200
8658;165;NA;32;6;8;0;1;11;1;0;4;1.942109335;0.41129322;0.755596306;1.672691692;0.488245477;4.434626901;10.41375556;11.16738686;22597668
8659;41;18;4;0;0;0;0;0;2;0;0;2.254916339;0.647239114;0.826052086;1.799914811;0.314381737;7.229762565;24.89313031;25.59597356;4089180
8660;43;NA;18;9;10;0;0;17;6;0;11;0.943533087;0.958373922;0.631865989;0.973781198;0.038322553;1.360069848;16.76714792;17.94890404;6697852
8661;77;44;14;3;3;0;0;3;2;0;5;3.097666245;0.369188958;0.641635846;1.131877594;0.284129736;2.525616344;12.96392917;14.37970897;11200000
8662;60;NA;NA;0;0;0;0;0;2;0;0;2.254916339;0.647239114;0.826052086;1.799914811;0.314381737;7.229762565;24.89313031;25.59597356;5753200
8663;40;20;6;13;14;0;0;16;16;0;15;2.474241074;0.299306206;0.29381345;0.89086298;0.107801657;5.335470881;11.97433824;12.66506404;5000000
8664;35;35;22;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;4009600
8665;54;NA;5;3;3;0;0;3;2;0;5;2.162658516;0.283116129;0.431915194;0.581198967;0.481167694;1.036283143;14.46995561;15.86904434;5242210
8666;63;NA;7;5;5;0;0;0;4;0;0;0.660282914;1.248366131;0.441081776;3.09818702;1.411513254;5.627100861;18.37353059;19.71690301;5227330
8667;70;NA;12;5;5;0;0;0;4;0;0;0.660282914;1.248366131;0.441081776;3.09818702;1.411513254;5.627100861;18.37353059;19.71690301;5856084
8668;41;NA;24;5;5;0;0;0;4;0;0;0.369300592;1.55371797;0.480207595;3.008938568;1.678090283;5.686274614;18.4071203;19.76393757;3036886
8669;39;NA;4;0;0;0;0;1;0;0;0;5.41827141;3.592768306;4.033052714;3.722560926;0.04431672;3.23407308;19.17984337;19.92881447;3850900
8670;38;18;25;13;14;0;0;16;16;0;15;0.216208766;0.223938369;0.627064705;0.261825334;0.153982563;4.714738219;11.96426732;12.7973854;8100000
8671;40;40;13;5;5;0;0;0;4;0;0;0.369300592;1.55371797;0.480207595;3.008938568;1.678090283;5.686274614;18.4071203;19.76393757;4112800
8672;45;29;2;4;5;0;0;5;1;0;5;0.749386488;0.275838503;0.496843264;2.262305324;0.314865758;1.812467208;16.0453408;16.681772079999998;7100000
8673;53;NA;4;0;0;0;0;1;0;0;0;5.729292784;3.776240281;3.90548409;3.992569206;0.139311672;3.426446247;20.32305649;21.06347842;5942680
8674;64;64;22;5;5;0;0;0;4;0;0;0.660282914;1.248366131;0.441081776;3.09818702;1.411513254;5.627100861;18.37353059;19.71690301;6064634
8675;37;19;13;5;5;0;0;4;3;0;3;1.535023105;0.408672636;0.364993815;0.87581435;0.529494055;2.169199693;13.85433033;15.34590161;5800000
8676;75;72;6;3;3;0;0;6;2;0;3;0.365295297;0.36539337;0.471355651;0.86846319;0.324034425;2.705863878;11.75765656;13.2305857;12400000
8677;42;NA;17;0;0;0;0;1;0;0;0;6.353802124;3.696323011;3.721006785;4.111606775;0.645744479;3.331576806;20.53898879;21.273108;3627911
8678;59;31;10;6;6;0;0;6;1;0;8;1.325689038;0.002101007;0.651622534;2.489939795;0.058790234;1.823655889;20.32508277;20.9673023;10150000
8679;35;16;6;1;1;0;0;4;4;0;5;0.708081268;0.203313051;0.251797816;1.226089492;0.351837936;9.417800337;5.81541711;7.297674021;7000000
8680;53;53;4;6;6;0;0;4;2;0;4;1.712714991;0.128175219;0.490547311;1.573603104;0.354123721;3.613115525;14.51349864;15.08801169;3023412
8681;37;37;7;7;7;0;0;6;4;0;1;2.077952819;0.177322588;0.032217899;3.346434991;0.864531586;5.857299234;19.51505471;20.39230629;3853942
8682;48;48;3;0;0;0;0;1;0;0;0;5.026674327;2.632970607;2.674023273;3.497252;0.363251558;2.489942245;19.99619041;20.70999294;3912300
8683;45;30;5;4;5;0;0;6;4;0;6;0.816067464;0.264672754;0.441482911;1.088948415;0.105025821;7.564873675;7.615074457;8.354815052;6700000
8684;38;38;7;6;8;0;0;5;2;0;5;2.275430992;0.259926584;0.91757828;1.172582758;0.131628929;5.990198537;9.89382005;11.22706851;5700000
8685;51;30;12;6;6;0;0;3;1;0;5;1.088788089;0.323777113;0.285293232;0.618685071;0.079727953;2.955991616;14.05405234;14.82029649;7800000
8686;106;NA;7;4;6;0;0;16;3;0;6;1.786701396;0.659906275;0.872979841;1.930507271;0.207675569;4.452368383;8.694967848;10.48800676;17386002
8687;38;NA;13;5;5;0;0;0;4;0;0;0.660282914;1.248366131;0.441081776;3.09818702;1.411513254;5.627100861;18.37353059;19.71690301;3650692
8688;37;18;8;4;4;1;0;4;2;0;3;2.276031219;0.185844926;0.581397744;0.205842369;0.415151474;2.80217723;11.6798069;13.12432025;6400000
8689;78;43;1;3;4;0;0;10;1;0;1;2.376437923;0.524813904;0.687526248;2.389693483;0.027049171;1.303094238;15.19654517;16.42694045;10500000
8690;49;27;8;4;4;0;1;12;1;0;7;0.594548594;0.186023983;0.215373921;1.540063424;0.101359462;7.582375623;4.645808993;6.149212674;7000000
8691;43;31;3;2;3;0;0;6;3;0;1;0.800916222;0.194992397;0.195585239;3.209236126;0.23024666;1.796169662;11.06730588;12.83447066;1000000
8692;61;32;12;7;9;0;2;25;2;0;10;1.343364055;0.163019983;0.960136742;2.459292099;0.548327817;8.783500612;3.734864731;5.493601594;11500000
8693;37;NA;13;9;10;0;0;17;6;0;11;0.031808467;0.556067501;0.249131302;0.528763787;0.55797958;1.744855881;17.56646253;18.7528432;5898968
8694;26;26;7;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;2772000
8695;79;NA;11;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;6683688
8696;125;125;NA;0;0;0;0;3;2;0;0;21.79740404;0.54610224;15.14808307;16.1643733;0.119937285;20.16256135;36.69524104;37.44680016;5587488
8697;34;20;8;2;4;0;0;10;2;0;5;1.475533056;1.154752058;0.599428312;1.081350095;0.169197089;3.434672197;11.78117286;12.98368443;6000000
8698;33;18;2;7;8;0;0;5;2;0;3;1.958401017;0.173968571;0.385689913;2.459584363;0.024932624;2.470171583;11.49795617;12.3634915;6100000
8699;44;30;4;4;6;0;0;7;6;0;0;1.308353286;0.202163044;0.447896087;0.561306904;0.514837969;6.052167176;9.429137002;10.8461751;5650000
8700;115;115;NA;0;0;0;0;3;2;0;0;21.79740404;0.54610224;15.14808307;16.1643733;0.119937285;20.16256135;36.69524104;37.44680016;4468500
8701;63;45;10;3;3;0;0;3;2;0;5;2.274561509;0.272409712;0.205511306;0.72344175;0.5532784;0.88072214;14.60683519;16.00885458;7400000
8702;51;32;6;2;4;0;0;10;2;0;5;2.347559592;1.660635936;1.181722592;0.68489366;0.052287883;4.510900175;10.5074049;11.70448952;8720000
8703;51;24;7;2;3;1;0;9;3;0;1;1.236105399;0.330037999;0.431061311;1.459722235;0.38553445;6.385673796;6.935102367;8.727620643;9150000
8704;69;28;16;0;0;0;0;3;2;0;0;19.61506718;0.063813994;13.24368919;14.67855706;0.038743944;17.66421786;33.9513936;34.70814267;6800000
8705;45;30;2;5;5;0;0;7;3;0;16;0.857662092;0.103270508;0.269184048;2.111821984;0.236752009;1.775069242;13.40527546;14.88876044;7400000
8706;82;NA;17;9;10;0;0;17;6;0;11;0.031808467;0.556067501;0.249131302;0.528763787;0.55797958;1.744855881;17.56646253;18.7528432;9717222
8707;64;64;6;0;0;0;0;1;0;0;0;6.353802124;3.696323011;3.721006785;4.111606775;0.645744479;3.331576806;20.53898879;21.273108;5320482
8708;60;41;3;6;7;0;0;5;3;0;5;1.547845285;0.268250621;0.147022384;0.686020381;0.174080071;1.649174165;12.13396483;13.93062777;7200000
8709;27;27;12;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;3046400
8710;74;NA;10;0;0;0;0;3;3;0;2;1.497393199;0.910619121;1.542442152;2.199597239;0.068077662;0.976952462;15.17050017;16.00085262;7169986
8711;38;19;8;4;8;1;0;2;2;0;2;1.317509301;0.12747602;0.19008816;2.699432401;0.136216004;7.613927869;10.68619398;11.30175176;7600000
8712;31;NA;14;0;0;0;0;1;0;0;0;5.729292784;3.776240281;3.90548409;3.992569206;0.139311672;3.426446247;20.32305649;21.06347842;3522852
8713;55;NA;3;0;0;0;0;0;0;0;0;12.65438623;2.313381553;5.2226372659999996;10.40277919;0;11.431536060000001;26.19777888;27.00081593;3190980
8714;40;NA;15;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4151600
8715;61;32;16;6;6;0;0;7;3;0;0;1.82117534;0.231574502;0.126546793;1.450060359;0.371330849;5.443121692;7.508448674;8.705935142;11300000
8716;45;28;1;5;5;0;0;10;3;0;11;1.746975832;0.238169479;0.399792497;3.733444855;0.241867427;5.90887348;12.30849606;12.94132297;7000000
8717;44;44;1;4;5;0;0;6;4;0;2;0.680714848;0.598334542;0.191712988;1.467658773;0.152315813;6.289330147;12.55009458;13.0353932;6500000
8718;52;NA;16;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4768714
8719;74;45;NA;6;8;0;1;11;1;0;4;1.433378552;0.302899671;0.771420678;1.280398434;0.131824156;3.052257104;11.83217166;12.58901859;10000000
8720;36;19;8;7;7;1;0;7;2;0;6;1.728660156;0.078602462;0.346855698;3.540325931;0.03719997;0.246282327;17.61409584;18.25868784;5300000
8721;43;43;2;5;7;1;0;6;0;0;5;4.080430413;0.829702978;0.694641162;0.566129828;0.129485618;3.873992356;9.675800794;10.55277469;6700000
8722;35;19;16;3;3;0;0;3;2;0;5;1.315009552;0.491665672;0.662012401;0.252774419;0.39503346;1.385321423;14.09892821;15.50158072;5700000
8723;104;68;17;5;8;0;0;6;1;1;3;0.305307909;0.342503541;0.405670603;0.157291875;0.344002313;10.01359684;7.774654309;8.297727881;16000000
8724;57;35;4;1;1;0;0;7;4;0;7;0.96919697;0.860197004;0.618732992;0.840844982;0.162987531;11.54078112;3.169896949;4.66052606;8700000
8725;40;22;3;10;13;0;0;13;1;0;4;1.545848685;0.340458321;0.282549402;1.167813944;0.004042224;5.822044912;10.76642125;11.61576286;6000000
8726;65;33;10;6;7;0;0;5;3;0;5;0.407606899;0.174275976;0.710002865;2.045508976;0.84110611;2.856795438;10.77802533;12.57467409;2000000
8727;44;44;8;4;4;0;0;6;2;0;5;1.804003931;0.407123267;0.43727249;1.063962462;0.060341588;2.846708946;12.92274169;14.37839081;6500000
8728;58;40;1;5;5;0;0;11;3;0;11;1.235923493;0.54469776;0.59178908;2.533227578;0.370055928;3.548091969;11.90624351;12.65208545;8350000
8729;52;30;6;4;7;0;0;5;1;0;0;1.65387079;0.421520082;0.711856437;0.911989864;0.081458638;5.894297869;8.493840633;9.431905123;8900000
8730;30;17;5;4;5;0;0;18;4;0;3;1.5719353;0.894017632;0.324550558;2.826947261;0.390442084;6.939973038;7.323274606;8.475497957;5900000
8731;72;47;3;5;7;1;0;6;4;0;1;0.97349467;0.246759207;0.309977075;0.374379361;0.44585812;6.773707387;7.798457368;8.556604633;15100000
8732;36;18;12;4;7;0;0;5;1;0;0;1.792791888;0.315265477;0.410779872;1.695308489;0.388424446;6.491605053;6.4744307;7.657794914;5450000
8733;39;21;3;4;5;0;0;5;1;0;5;1.245921794;0.282720028;0.515065468;0.265689164;0.041998524;2.643019466;14.62296805;15.34345485;5800000
8734;38;24;1;2;2;0;0;4;1;0;7;1.343608999;0.359217422;0.480447992;2.832351309;0.141911273;9.645702336;5.509628143;6.234937364;6300000
8735;64;30;1;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;5206320
8736;39;22;3;5;5;0;0;4;5;0;2;3.569637617;0.585497116;1.384435718;2.042931186;0.234052722;6.486925042;10.88528165;11.55194124;5750000
8737;36;20;11;7;7;0;0;13;0;0;2;1.517440454;0.504932368;0.566190851;1.158644246;0.156875493;5.007420582;7.169077509;8.721197012;5400000
8738;67;46;13;4;4;0;1;12;1;0;7;1.478783215;0.147004257;0.454605383;1.289297265;0.368668044;9.979497918;2.173925252;3.855481927;11000000
8739;38;19;5;2;3;1;0;9;3;0;1;1.27777845;0.079117182;0.464760162;0.827425541;0.068189162;6.587499869;6.79887818;8.599701995;7050000
8740;52;NA;12;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5123831
8741;45;29;2;4;6;0;0;16;3;0;6;2.049107424;0.542359778;0.785812642;2.328539445;0.096966713;4.100598104;9.231808891;11.02747012;5900000
8742;58;39;9;2;3;1;0;9;3;0;1;0.952727786;0.28154556;0.264549239;0.564213025;0.097056511;6.760912798;6.680050232;8.481575236;8600000
8743;32;19;4;4;4;0;0;6;2;0;5;3.620260664;0.251032701;0.251787864;0.719326781;0.051286691;1.388971263;14.75938141;16.23379947;990000
8744;96;NA;18;9;10;0;0;17;6;0;11;0.031808467;0.556067501;0.249131302;0.528763787;0.55797958;1.744855881;17.56646253;18.7528432;12854856
8745;38;38;15;4;5;0;0;18;4;0;3;1.854863869;0.599682069;0.113828502;2.652947216;0.167046771;6.639870818;7.607481133;8.767956021;7100000
8746;43;29;4;1;1;0;0;0;0;0;1;6.368114133;0.08993961;0.516435946;8.158217221;0.215386893;10.67340396;24.6355372;25.50142593;4800000
8747;78;NA;15;6;7;0;0;3;4;0;9;0.563323025;0.379842284;0.374914175;2.122393153;0.53312641;2.327910479;16.14904661;16.78022373;11488391
8748;69;NA;1;0;0;0;0;0;3;0;1;3.435228851;0.705528326;1.559477401;0.430541983;0.137624865;7.364007197;25.3608136;26.04356332;4955186
8749;64;46;14;1;2;0;0;10;3;1;3;0.353032368;0.283635384;0.800972722;1.957152525;0.381023865;10.9062561;5.684377811;6.315815028;12200000
8750;42;26;2;3;3;0;1;14;4;0;8;0.78102883;0.190257189;0.554078262;0.543005948;0.44348629;11.66377215;2.56319138;3.959329435;7700000
8751;51;NA;4;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4513410
8752;41;37;14;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;4186080
8753;44;29;10;10;11;0;0;11;11;0;8;1.956157616;0.177128262;0.063533996;1.458484909;0.177327516;1.221906433;11.81201245;13.01333315;3500000
8754;107;54;7;4;4;1;0;4;2;0;3;1.958723895;0.20330021;0.27228419;0.321320213;0.242327263;3.160883904;11.29353459;12.73186943;12332970
8755;48;28;1;6;7;0;0;3;4;0;9;1.07308132;0.045254128;0.462564807;3.014595029;0.174886051;3.425487899;15.19254957;15.80242027;6200000
8756;41;NA;18;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;4066326
8757;31;17;4;4;4;0;0;7;1;0;5;1.322057319;0.203569825;0.359641497;1.686855945;0.193521125;2.758588212;9.396519753;10.97313401;4900000
8758;46;30;3;4;4;0;3;13;1;0;5;0.541977132;0.349244684;0.274528221;0.462541716;0.286440194;13.58716616;0.460031983;0.487682396;12850000
8759;63;38;4;2;2;0;0;4;1;0;7;0.88885789;0.291861626;0.636936969;1.067461808;0.258776693;10.71842395;2.735492916;3.657675417;9800000
8760;51;NA;4;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4714006
8761;43;28;7;2;3;0;0;2;0;0;3;3.631175561;0.199996599;0.508151879;1.452705744;0.334842785;3.61164498;12.43336261;13.9234866;5800000
8762;41;19;11;8;8;1;0;7;8;0;5;0.805331318;0.221458005;0.14909005;1.412432613;0.749109494;4.623456934;8.434675067;9.59959284;7600000
8763;36;19;3;1;2;0;0;4;0;0;0;1.875629413;0.230743817;0.439726218;1.384008392;0.175932004;7.915139146;7.201590857;8.692602609;6150000
8764;71;46;6;5;5;0;0;8;5;4;1;0.545516573;0.245623506;0.501813767;0.653141739;0.263761763;8.637879458;5.836129731;7.289595774;14500000
8765;35;19;4;4;5;0;0;11;5;0;7;0.377613655;2.101099555;0.519361032;0.992206487;0.28462012;4.458347467;10.2365557;11.41403721;6150000
8766;31;31;5;5;7;1;0;6;4;0;1;1.98769789;0.676836015;0.32569053;0.590596602;0.492731571;6.914920537;8.068920471;8.815438082;5500000
8767;40;40;8;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;3979800
8768;75;75;2;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;6656137
8769;43;31;2;6;7;0;0;5;3;0;4;2.488769325;0.384020508;0.622720737;2.005404271;0.076391954;4.503462384;8.977185845;10.77388631;5900000
8770;23;15;5;4;4;0;0;7;1;0;5;1.161707778;0.188774149;0.308962013;1.20914231;0.24215019;3.423254473;8.792346231;10.31193604;4125000
8771;110;110;1;0;0;0;0;0;0;0;0;13.31457522;0.080554614;7.465533087;12.53591035;0.142926869;12.69348433;27.95587215;28.73814133;6970000
8772;40;18;25;6;6;0;0;3;1;0;5;1.013083358;0.397385097;0.309773033;0.65893011;0.055206874;2.24576252;14.85574671;15.60795519;6300000
8773;75;45;10;5;6;0;0;3;2;0;5;1.882134047;0.117405985;0.353054868;2.222820628;0.11463269;0.61288458;15.10216347;15.84927757;11400000
8774;44;27;2;5;5;0;0;1;2;0;5;0.410760884;0.549086236;0.410845676;0.61431032;0.276765409;2.832212779;14.03636712;15.31010688;6700000
8775;37;19;9;5;5;0;0;4;3;0;5;0.815878883;0.331193099;0.554991782;1.456523891;0.592435496;1.146523722;15.11573309;15.97118622;5550000
8776;35;21;4;7;7;0;0;13;0;0;2;1.661595249;0.35810214;0.4224634;1.041231559;0.190668879;5.035586343;7.155167559;8.693338667;5200000
8777;50;30;7;6;6;0;0;7;0;0;1;0.888690038;0.131808293;0.473629962;1.759575829;0.308935472;9.818974799;5.558253785;6.272104157;9900000
8778;74;41;4;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;6934500
