"dt","debet","credit","saldo","acc","client","acc_name"
2021-01-12,42654220.000,44973510.000,111559920.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-13,39325049.000,31774920.000,119110049.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-14,41096263.000,39178349.000,121027963.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-15,63622774.000,41096263.000,143554474.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-16,0.000,0.000,143554474.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-17,0.000,0.000,143554474.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-18,64682001.000,60122774.000,148113701.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-19,30527127.000,42732001.000,135908827.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-20,64181689.000,51027127.000,149063389.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-21,29324322.000,28681689.000,149706022.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-22,36689978.000,38324322.000,148071678.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-23,0.000,0.000,148071678.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-24,0.000,0.000,148071678.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-25,34993483.000,48789978.000,134275183.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-26,37124690.000,34994483.000,136405390.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-27,39466038.000,77664190.000,98207238.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-28,36370172.000,62966038.000,71611372.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-29,54977393.000,54455872.000,72132893.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-30,0.000,0.000,72132893.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-01-31,0.000,0.000,72132893.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-01,53020438.000,34904693.000,90248638.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-02,25434928.000,23080438.000,92603128.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-03,25366459.000,32417928.000,85551659.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-04,37761408.000,64016459.000,59296608.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-05,36208344.000,27721408.000,67783544.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-06,0.000,0.000,67783544.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-07,0.000,0.000,67783544.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-08,37677175.000,36208344.000,69252375.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-09,54096474.000,42839675.000,80509174.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-10,45607515.000,43001974.000,83114715.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-11,95985352.000,43107515.000,135992552.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-12,21273556.000,41933052.000,115333056.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-13,0.000,0.000,115333056.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-14,0.000,0.000,115333056.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-15,41515716.000,28202856.000,128645916.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-16,37531990.000,34015716.000,132162190.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-17,22121952.000,35031990.000,119252152.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-18,30736199.000,80621952.000,69366399.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-19,26186962.000,24736199.000,70817162.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-20,0.000,0.000,70817162.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-21,0.000,0.000,70817162.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-22,51455440.000,42186962.000,80085640.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-23,34316195.000,46455440.000,67946395.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-24,49009345.000,45316195.000,71639545.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-25,35955959.000,62009345.000,45586159.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-26,149251102.000,56455959.000,138381302.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-27,0.000,0.000,138381302.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-02-28,0.000,0.000,138381302.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-01,32872625.000,63473102.000,107780825.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-02,37718006.000,41710625.000,103788206.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-03,18357611.000,61418006.000,60727811.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-04,24294110.000,28857611.000,56164310.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-05,18187906.000,44294110.000,30058106.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-06,0.000,0.000,30058106.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-07,0.000,0.000,30058106.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-08,0.000,0.000,30058106.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-09,154947084.000,114187906.000,70817284.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-10,44715963.000,32447084.000,83086163.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-11,39079262.000,39715963.000,82449462.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-12,81853377.000,44077662.000,120225177.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-13,0.000,0.000,120225177.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-03-14,0.000,0.000,120225177.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
2021-12-06,0.000,0.000,98996746.000,KZ069982WM0000003928,"рюкдшйнпцюмяйхи тхкхюк юйжхнмепмнцн наыеярбю ""FIRST HEARTLAND J?SAN BANK""",мюкхвмнярэ б йюяяе йкюднбни тхкхюкю 230 б KZT
